geneid	chr	s1	s2
ENSG00000186866	21	45287898	45287898
ENSG00000223768	21	45288050	45288050
ENSG00000286262	21	45299929	45299929
ENSG00000184274	21	45305257	45305257
ENSG00000229382	21	45336707	45336707
ENSG00000237664	21	45341990	45341990
ENSG00000228355	21	45379635	45379635
ENSG00000273796	21	45404369	45404369
ENSG00000182871	21	45405165	45405165
ENSG00000224574	21	45410065	45410065
ENSG00000183535	21	45425070	45425070
ENSG00000173638	21	45573365	45573365
ENSG00000233922	21	45593654	45593654
ENSG00000286082	21	45625675	45625675
ENSG00000286594	21	45607386	45607386
ENSG00000183570	21	45643694	45643694
ENSG00000275139	21	45763758	45763758
ENSG00000205424	21	45837987	45837987
ENSG00000286886	21	45888638	45888638
ENSG00000276633	21	45870854	45870854
ENSG00000280604	21	45914296	45914296
ENSG00000274248	21	45974489	45974489
ENSG00000142156	21	45981737	45981737
ENSG00000224413	21	46037052	46037052
ENSG00000228235	21	46052596	46052596
ENSG00000226115	21	46056516	46056516
ENSG00000227438	21	46097530	46097530
ENSG00000142173	21	46098097	46098097
ENSG00000160282	21	46155579	46155579
ENSG00000237338	21	46151614	46151614
ENSG00000160284	21	46184476	46184476
ENSG00000228404	21	46185079	46185079
ENSG00000160285	21	46228824	46228824
ENSG00000223901	21	46220269	46220269
ENSG00000215424	21	46229196	46229196
ENSG00000160294	21	46286297	46286297
ENSG00000228137	21	46246890	46246890
ENSG00000239415	21	46254133	46254133
ENSG00000182362	21	46286342	46286342
ENSG00000160298	21	46323875	46323875
ENSG00000160299	21	46324141	46324141
ENSG00000286224	21	46326288	46326288
ENSG00000160305	21	46458891	46458891
ENSG00000223692	21	46462471	46462471
ENSG00000160307	21	46605208	46605208
ENSG00000160310	21	46635595	46635595
